I#,Target,Mode,IP,URL Rating,Domain Rating,Ahrefs Rank,Domains,Ref domains Dofollow,Ref domains Governmental,Ref domains Educational,Ref IPs,Ref SubNets,Linked Domains,Total Backlinks,Backlinks Text,Backlinks NoFollow,Backlinks Redirect,Backlinks Image,Backlinks Frame,Backlinks Form,Backlinks Governmental,Backlinks Educational,Total Keywords,Total Traffic
184,www.mgmillerlaw.com,subdomains,67.225.168.51,NA,20,9232657,511,111,0,0,372,286,81,13111,13076,2596,4,4,0,0,0,0,891,414
185,guerralawgroup.com,subdomains,3.86.87.219,NA,16,12179438,53,36,0,1,44,43,10,22501,22499,100,0,3,0,0,0,1,54,25
186,www.personal-injury-hawaii.com,subdomains,35.246.6.109,NA,9,19817730,110,50,0,1,158,135,64,2007,1982,705,21,16,0,0,0,46,220,49
187,www.radlawfirm.com,subdomains,159.203.70.32,NA,20,9088306,117,52,0,0,104,98,14,913,907,590,5,43,1,0,0,0,35,10
188,lovettlawfirm.com,subdomains,144.202.77.192,NA,55,410029,161,76,0,0,152,138,22,2613,2613,1975,0,115,0,0,0,0,1058,377
189,montaglawoffice.com,subdomains,38.135.32.195,NA,41,1386110,275,149,0,0,286,254,15,2440,2422,1653,11,217,0,0,0,0,107,13
190,accidentlawyers-arizona.com,subdomains,107.180.26.186,NA,2.8,40935041,58,28,0,0,60,58,11,354,343,193,0,57,0,0,0,0,271,3
191,www.hawaii-injury-lawyer-attorney.com,subdomains,72.167.25.126,NA,15,12443570,39,29,0,2,37,36,15,15114,15114,18,0,5,0,0,0,9,74,3
192,law-jms.com,subdomains,34.224.10.110,NA,1.4,54730491,83,26,0,0,64,64,74,636,615,429,21,14,0,0,0,0,542,180
193,www.treckerfritzlaw.com,subdomains,104.16.109.239,NA,4.2,33295580,98,34,0,0,73,73,19,4101,4101,3594,0,340,0,0,0,0,248,34
194,www.onelegalplace.com,subdomains,NA,NA,5,29665360,66,42,0,0,109,98,0,1357,1355,673,2,2,0,0,0,0,150,8
195,www.knowleslawfirm.com,subdomains,67.225.168.213,NA,17,11370679,103,59,1,1,169,139,59,2043,2043,528,0,17,0,0,4,23,836,515
196,www.hiautoaccident.com,subdomains,160.153.136.3,NA,1.2,57983164,16,7,0,0,18,18,2,39,39,23,0,0,0,0,0,0,48,12
197,www.jgonzalezlawfirm.com,subdomains,NA,NA,20,9136857,152,83,0,0,162,151,0,4534,4509,340,24,3296,1,0,0,0,864,393
198,www.zdfirm.com,subdomains,104.26.2.72,NA,39,1612909,549,219,2,7,722,493,222,26112,24352,3425,796,2101,5,0,12,55,13366,6931
199,www.shimchanglawyers.com,subdomains,67.225.128.94,NA,7,23471091,111,49,0,1,95,91,47,1526,1521,1133,5,138,0,0,0,1,291,128
200,www.renschandrensch.com,subdomains,198.71.233.129,NA,10,17976696,141,61,0,0,111,104,234,1826,1783,1299,43,44,0,0,0,0,329,62
201,www.injurylawhawaii.com,subdomains,64.70.194.125,NA,2,47392536,45,15,0,0,43,43,17,1963,1931,1787,32,2,0,0,0,0,164,19
202,gvilaw.com,subdomains,35.188.14.91,NA,23,7506548,271,153,0,1,315,267,107,10872,10862,912,10,82,0,0,0,2,1445,419
203,www.hauptman-obrien.net,subdomains,104.31.78.140,NA,18,10412307,199,126,0,0,200,177,110,4298,4203,3357,45,88,50,0,0,0,1644,852
204,www.croninfried.com,subdomains,104.16.110.239,NA,13,14053378,152,67,0,0,135,127,193,7001,7000,4935,1,621,0,0,0,0,1416,284
205,www.elpaso-lawyer.com,subdomains,67.225.236.198,NA,6,26692183,35,20,0,2,40,40,97,287,287,55,0,16,0,0,0,4,107,2
206,www.herrmanandherrman.com,subdomains,54.175.148.58,NA,50,668295,945,579,2,28,1172,799,629,72372,72311,12005,29,1465,13,0,28,222,18123,6580
207,www.seriousinjurylawyerhawaii.com,subdomains,67.227.172.56,NA,2.9,40099984,80,49,0,0,83,79,53,1312,1312,590,0,381,0,0,0,0,285,204
208,www.haroldhyams.com,subdomains,70.32.94.235,NA,0.7,68373243,46,27,0,3,80,73,3,2166,2164,2059,2,6,0,0,0,3,19,0
209,www.ericchandlerlaw.com,subdomains,NA,NA,10,19014302,70,51,0,1,146,103,0,2794,2794,1715,0,26,0,0,0,13,1,0
210,clarkharmonsonattorney.com,subdomains,34.67.90.194,NA,22,8301352,98,60,0,1,129,117,26,2304,2267,737,37,21,0,0,0,8,260,75
211,www.charlesbrower.com,subdomains,104.16.109.239,NA,3.1,39288852,86,25,0,0,63,62,5,2290,2290,1810,0,437,0,0,0,0,91,20
212,www.cullanlaw.com,subdomains,64.70.194.105,NA,1.6,52354019,89,45,0,0,84,82,82,10860,10860,2431,0,125,0,0,0,0,982,161
213,www.hollingsworthlaw.com,subdomains,104.197.253.85,NA,26,6502930,177,92,0,1,220,189,123,6289,6257,3606,10,57,0,0,0,18,540,255
214,www.ianmattoch.com,subdomains,107.180.0.85,NA,10,18940289,78,29,0,0,56,55,0,623,620,345,2,3,1,0,0,0,0,0
215,www.waynewrightelpaso.com,subdomains,NA,NA,0,117001653,3,0,0,0,3,3,0,3,3,3,0,1,0,0,0,0,0,0
216,www.patinolawoffice.com,subdomains,23.185.0.4,NA,33,3134110,291,220,0,2,321,291,18,1844,1606,420,224,49,12,0,0,3,497,151
217,justiceyoudeserve.com,subdomains,104.198.251.46,NA,22,8243629,139,80,1,6,263,201,24,18822,18762,13700,60,44,0,0,1,83,2432,717
218,www.priceandpricelaw.com,subdomains,70.32.80.186,NA,14,13343385,196,149,0,0,208,183,0,1646,1638,737,0,20,0,0,0,0,6,0
219,the-strong-auto-accident-attorneys-for.business.site,subdomains,NA,NA,92,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,www.huertalawep.com,subdomains,208.97.138.91,NA,4.7,30842885,31,21,0,0,39,34,18,136,122,43,0,30,14,0,0,0,204,131
221,pacificlaw.com,subdomains,35.196.181.173,NA,4.7,30890818,74,39,0,0,80,78,3,6763,6763,6209,0,8,0,0,0,0,109,49
222,grabbanddurando.com,subdomains,184.187.220.69,NA,2.9,40427062,224,50,0,6,209,194,16,1789,1750,1000,37,37,0,0,0,10,697,295
223,inserra.com,subdomains,151.101.2.159,NA,13,14182770,114,69,0,1,189,150,318,5226,5156,594,68,874,2,0,0,32,626,95
224,www.ruhmannlawfirm.com,subdomains,35.199.165.165,NA,27,5795865,241,157,0,5,315,244,70,13658,13655,8824,1,129,2,0,0,75,658,182
225,www.ovallaw.com,subdomains,NA,NA,4.7,31102758,8,4,0,1,57,37,0,369,369,38,0,0,0,0,0,12,0,0
226,www.davislevin.com,subdomains,104.18.55.4,NA,26,5877778,298,176,0,7,388,333,100,5126,5070,2390,56,217,0,0,0,109,2750,644
227,www.tlegalgroup.com,subdomains,104.198.109.149,NA,9,20416009,56,32,0,1,112,90,0,9590,9589,86,1,19,0,0,0,23,2,0
228,www.injurylawyersinomaha.com,subdomains,35.175.161.109,NA,7,24590523,58,23,0,0,70,68,58,487,470,186,17,10,0,0,0,0,408,111
229,www.rufolawgroup.com,subdomains,216.185.152.147,NA,7,24075372,18,11,0,1,52,39,0,353,318,5,35,4,0,0,0,20,3,0
230,www.brasurelaw.com,subdomains,NA,NA,15,12386566,100,68,0,0,110,107,20,273,271,83,1,11,1,0,0,0,414,69
231,www.bsds.com,subdomains,64.41.138.74,NA,8,20807025,71,42,0,2,361,175,15,18734,18734,12958,0,18,0,0,0,555,327,133
232,www.laralawfirm.com,subdomains,198.71.233.138,NA,7,24769384,110,67,0,1,149,130,5,1862,1844,436,18,30,0,0,0,12,0,0
233,www.tsalerno-law.com,subdomains,100.24.208.97,NA,33,3088778,235,146,0,0,239,204,23,2972,2971,2400,1,20,0,0,0,0,221,29
234,loncarassociates.com,subdomains,192.124.249.169,NA,12,15704370,259,177,0,0,221,209,0,5505,4781,3302,723,932,0,1,0,0,2844,1871
235,www.carabinshaw.com,subdomains,64.41.138.85,NA,57,331627,723,355,0,1,1087,550,214,50613,50579,26024,12,1060,0,0,0,560,16302,7796
236,www.karnaslaw.com,subdomains,35.192.54.197,NA,30,4060148,31,16,0,0,31,31,0,1613,1613,1576,0,4,0,0,0,0,0,0
237,www.demerathlawoffice.com,subdomains,NA,NA,4.1,33677082,168,133,0,0,127,121,5,476,472,102,0,8,0,0,0,0,49,10
238,www.zambranolawfirm.com,subdomains,64.70.194.114,NA,10,18200490,32,13,0,1,93,71,28,416,416,52,0,14,0,0,0,15,404,39
239,www.gflawofficeselpaso.com,subdomains,64.70.194.133,NA,10,18043686,71,45,0,1,55,52,36,15718,15713,13724,5,30,0,0,0,2,219,49
240,www.aaronbrowninjurylaw.com,subdomains,130.211.215.215,NA,3,39682246,24,11,0,1,79,55,7,568,568,247,0,7,0,0,0,8,35,0
241,www.forbeslawoffice.com,subdomains,104.198.9.163,NA,19,9698636,136,82,2,2,236,189,79,2305,2303,1610,1,47,1,0,6,26,4218,2780
242,lambergoodnow.com,subdomains,104.26.5.204,NA,66,146520,1011,819,0,19,1015,799,417,26435,26279,10738,10,676,15,18,0,73,11791,7429
243,www.dominalaw.com,subdomains,64.70.194.125,NA,28,4846432,270,178,0,3,374,306,199,8029,8027,1077,2,46,0,0,0,42,1314,425
244,go-lawfirm.com,subdomains,192.124.249.3,NA,7,24605081,75,27,0,0,81,77,0,1316,820,273,465,29,0,0,0,0,707,68
245,ftalawfirm.com,subdomains,104.155.136.131,NA,17,11282751,145,87,0,1,407,247,78,7196,7194,1923,1,120,0,0,0,74,1634,514
246,mercaldo.com,subdomains,NA,NA,14,13447176,119,56,0,1,157,137,0,2003,2001,1334,2,18,0,0,0,5,218,57
247,www.bottlingerlaw.com,subdomains,104.255.196.90,NA,12,15725954,101,43,0,1,173,123,150,2814,2813,1527,1,37,0,0,0,18,3116,672
248,www.schillerandschiller.com,subdomains,35.208.206.90,NA,0.6,71748140,4,3,0,0,4,4,0,14,14,2,0,2,0,0,0,0,0,0
249,www.shefrenlawoffice.com,subdomains,52.5.5.85,NA,1.6,52282392,54,13,0,0,27,27,4,3973,3973,257,0,5,0,0,0,0,38,10
250,www.robertsalazar.com,subdomains,104.16.110.239,NA,12,15433594,48,23,0,0,49,48,44,1559,1559,685,0,421,0,0,0,0,272,195
251,chavezlawfirm.law,subdomains,192.124.249.20,NA,0,133247377,3,1,0,0,3,3,0,4,4,3,0,0,0,0,0,0,100,40
252,www.reynalawfirm.com,subdomains,67.225.214.42,NA,1.4,54605342,79,28,0,0,59,58,58,1821,1815,1418,6,45,0,0,0,0,375,74
253,dyer.law,subdomains,35.229.99.168,NA,7,24624156,115,62,0,0,120,115,82,5440,5327,4296,113,927,0,0,0,0,976,417
254,lawtigers.com,subdomains,104.26.10.22,NA,56,390836,662,506,1,0,614,529,212,55762,55469,4460,288,42589,1,0,2,0,6975,2981
255,www.epinjury.com,subdomains,50.116.104.227,NA,3.9,34297436,39,18,0,1,77,62,35,383,373,163,10,52,0,0,0,5,641,116
256,www.thedoanlawfirm.com,subdomains,64.70.194.127,NA,18,10658701,217,149,0,0,253,233,169,4296,4278,763,8,1241,0,0,0,0,7742,1415
257,www.putnamlawoffices.com,subdomains,192.155.91.94,NA,3.9,34368975,34,24,0,1,99,72,0,2717,2717,2031,0,35,0,0,0,13,0,0
258,windlehood.com,subdomains,207.7.87.120,NA,5,29855036,29,13,0,1,84,59,2,810,796,217,14,3,0,0,0,4,75,22
259,encasodeaccidente.com,subdomains,199.250.218.59,NA,1.5,52881224,23,8,0,0,24,23,7,149,146,37,3,75,0,0,0,0,36,12
260,www.rguajardofirm.com,subdomains,67.225.214.42,NA,7,23467174,101,50,0,2,178,142,67,1895,1891,275,2,137,0,0,0,87,511,84
261,www.956abogada.com,subdomains,64.70.194.133,NA,0.4,78213092,21,4,0,0,29,28,5,150,148,116,2,6,0,0,0,0,81,12
262,www.rmorenolaw.com,subdomains,160.153.136.3,NA,3.3,37594291,12,7,0,1,84,55,0,482,482,8,0,0,0,0,0,27,0,0
263,csanchezlawfirm.com,subdomains,162.213.255.11,NA,4.6,31276762,170,81,0,3,187,174,15,1059,1056,507,3,126,0,0,0,10,59,5
264,fitznunn.com,subdomains,206.188.193.89,NA,1.4,54191480,47,22,0,0,52,51,4,652,652,546,0,6,0,0,0,0,61,11
265,www.call.dunnion.com,subdomains,35.246.6.109,NA,17,11362543,2,0,0,0,2,2,0,3,2,2,0,0,0,0,0,0,0,0
266,www.justicepays.com,subdomains,35.209.42.167,NA,31,3828069,267,162,0,10,374,289,248,6153,6072,3253,49,79,0,0,0,60,5002,2054
267,buchananlawnm.com,subdomains,192.124.249.156,NA,4.8,30671448,18,9,0,1,117,66,11,1413,1057,39,0,32,0,0,0,5,160,95
268,www.torem.com,subdomains,216.240.136.190,NA,19,9640919,38,13,0,0,33,33,178,701,697,122,4,4,0,0,0,0,914,232
269,www.cowanhilgemanlaw.com,subdomains,104.26.0.23,NA,7,24978607,32,14,0,0,160,81,84,1568,1568,35,0,16,0,0,0,0,410,106
270,jodatlawgroup.com,subdomains,NA,NA,26,5998622,266,163,0,3,354,293,1,13207,13182,1128,12,122,0,0,0,9,875,347
271,rwkattorneys.com,subdomains,NA,NA,3.2,38036481,63,15,0,0,42,40,25,3137,3117,3080,20,10,0,0,0,0,98,9
272,898bell.com,subdomains,104.26.15.251,NA,17,11448065,232,116,0,0,224,205,242,1090,1067,679,23,34,0,0,0,0,1606,687
273,www.knrlegal.com,subdomains,35.225.139.103,NA,33,2989692,399,242,0,22,486,388,270,23935,23904,19038,21,82,0,0,0,97,13144,4067
274,iaccidentlawyer.com,subdomains,107.180.26.186,NA,29,4588579,329,157,0,0,286,268,18,7473,7454,6238,19,514,0,0,0,0,1809,466
275,www.williammattar.com,subdomains,104.26.5.243,NA,34,2930841,290,156,0,2,373,290,425,6505,6136,1203,315,314,0,18,0,4,4177,2264
276,baskervillelaw.com,subdomains,68.183.215.91,NA,17,11596043,105,64,0,1,157,128,55,1340,1340,342,0,65,0,0,0,6,118,178
277,www.mayfirm.com,subdomains,144.202.124.130,NA,51,652184,692,427,2,54,645,538,129,114111,114057,10042,33,505,0,0,4,374,5130,2502
278,www.defranciscolaw.com,subdomains,143.204.201.105,NA,21,8475731,193,100,0,3,648,291,291,74612,74604,16363,7,966,0,0,0,74,2154,496
279,www.dgmslaw.com,subdomains,NA,NA,19,9450329,168,73,0,0,147,142,0,6610,6595,5951,6,20,1,0,0,0,0,0
280,www.accidentlawyerfresno.com,subdomains,35.246.6.109,NA,4,34075778,96,67,0,1,85,81,30,637,626,86,8,34,0,0,0,4,54,1
281,law8000.com,subdomains,NA,NA,9,19541904,21,9,0,0,24,23,0,55,55,21,0,3,0,0,0,0,90,25
282,www.dennishernandez.com,subdomains,104.196.39.146,NA,38,1792406,328,217,0,4,459,366,71,5095,4940,607,155,109,0,0,0,71,1058,616
283,aa-accidentattorneys.com,subdomains,70.32.100.136,NA,35,2585924,259,149,1,1,390,299,150,28157,27636,18135,2,236,9,0,2,38,414,140
284,www.thefitchlawfirm.com,subdomains,104.154.107.195,NA,41,1411712,199,93,0,6,461,282,88,10301,10301,6160,0,191,0,0,0,45,1929,641
285,www.2keller.com,subdomains,104.24.111.198,NA,32,3274208,582,326,2,3,665,551,603,7657,7649,3485,6,112,2,0,4,16,21030,6662
286,www.robertkinglawfirm.com,subdomains,35.238.58.30,NA,19,9505585,125,74,0,2,268,187,36,3753,3753,1530,0,29,0,0,0,8,609,1421
287,www.getmejustice.com,subdomains,35.208.209.254,NA,33,3111943,307,154,0,1,313,287,34,36600,36532,4542,53,41,0,0,0,14,530,54
288,www.berginjurylawyers.com,subdomains,104.154.105.168,NA,19,9414961,275,157,0,0,273,253,159,4418,4394,2168,24,161,0,0,0,0,3853,3387
289,www.norrisinjurylawyers.com,subdomains,104.26.13.191,NA,38,1768673,424,235,0,1,332,292,48,16715,16677,2058,27,271,0,0,0,8,474,164
290,www.faraci.com,subdomains,64.70.194.127,NA,26,6013852,176,100,0,2,243,202,200,3055,3046,865,9,55,0,0,0,612,887,280
291,www.allinjurieslaw.com,subdomains,104.16.111.239,NA,5,28251756,95,33,0,0,75,75,21,4484,4414,523,70,178,0,0,0,0,210,106
292,www.gjel.com,subdomains,104.26.4.119,NA,45,999388,1231,745,2,25,1180,873,353,173589,172989,24149,589,567,5,0,5,220,16282,10097
293,www.petrolawfirm.com,subdomains,35.199.167.128,NA,31,3805603,101,52,0,2,106,95,95,9354,9342,223,12,33,0,0,0,5,778,157
294,www.attkissonlawfirm.com,subdomains,64.70.194.127,NA,11,17101779,184,101,0,1,227,206,38,4411,4398,1543,13,18,0,0,0,1,431,70
295,injurylaw941.com,subdomains,66.226.70.171,NA,9,19371715,74,42,0,1,174,124,22,6699,6498,251,201,1,0,0,0,16,260,40
296,www.personalinjurylawcal.com,subdomains,35.209.186.98,NA,41,1453412,817,420,1,22,956,758,217,322909,322890,12616,16,590,1,2,4,271,3778,325
297,www.hollis-wright.com,subdomains,64.41.136.234,NA,18,10055013,101,66,0,2,460,216,56,26564,26559,13363,3,91,0,0,0,462,2644,512
298,www.powers-santola.com,subdomains,104.199.120.56,NA,35,2444291,454,328,0,3,481,408,201,60553,60523,5066,23,87,0,0,0,34,2852,714
299,www.injuriesarepersonal.com,subdomains,64.70.194.132,NA,19,9418614,326,275,0,1,540,375,12,9150,9097,4754,53,253,0,0,0,25,362,130
300,timothydejohn.com,subdomains,173.84.104.10,NA,0.2,89675745,8,2,0,0,8,8,4,40,40,31,0,0,0,0,0,0,2,0
301,www.marcfalcolaw.com,subdomains,160.153.95.167,NA,6,25802855,29,11,0,1,136,77,9,2452,2451,45,1,2,0,0,0,16,83,4
302,www.hurtcallbert.com,subdomains,54.175.148.58,NA,35,2543115,359,251,0,16,439,363,135,3923,3887,2012,20,298,16,0,0,87,5858,1852
303,www.personalinjuryattorney-fresno.com,subdomains,104.18.42.192,NA,21,8433680,45,29,0,0,47,45,2,289,258,75,31,115,0,0,0,0,0,0
304,dreyeranddreyer.com,subdomains,104.18.45.10,NA,0.2,88556915,52,14,0,0,54,51,3,397,394,350,1,2,2,0,0,0,57,9
305,www.cellinoandbarnes.com,subdomains,104.26.11.251,NA,33,2977548,495,286,0,0,417,366,421,22679,22252,8206,415,513,12,0,0,0,5982,9303
306,www.hochmanplunkett.com,subdomains,104.197.119.71,NA,5,28328179,90,35,0,0,98,95,75,4562,4498,4038,62,40,0,0,0,0,786,249
307,www.abqinjurylawyer.com,subdomains,167.99.109.239,NA,9,20685755,93,50,0,1,166,134,49,19773,19770,1036,3,25,0,0,0,11,274,113
308,www.dunnion.com,subdomains,72.3.171.115,NA,17,11362543,174,104,0,1,262,213,84,3438,3430,843,8,49,0,0,0,28,859,254
309,rochesterinjury.1800talklaw.com,subdomains,35.153.185.146,NA,10,18824365,32,21,0,0,34,32,19,166,124,63,42,0,0,0,0,0,35,1
310,www.mlmorganlaw.com,subdomains,64.70.194.129,NA,6,26347685,37,18,0,1,103,76,49,11981,11962,56,19,1,0,0,0,4,267,49
311,www.igattorneys.com,subdomains,104.16.108.239,NA,4.8,30558849,20,8,0,0,22,22,50,619,619,83,0,525,0,0,0,0,101,12
312,wagnerjones.com,subdomains,104.154.84.195,NA,17,11599213,259,177,3,1,237,205,87,16068,16005,530,43,37,20,0,9,3,1553,848
313,www.heintzlaw.com,subdomains,64.91.228.212,NA,11,16623347,152,70,0,1,180,157,268,2536,2526,769,10,66,0,0,0,8,2401,380
314,www.caraslaw.com,subdomains,75.98.175.123,NA,6,27573674,66,20,0,0,41,41,115,1450,1444,1300,6,27,0,0,0,0,175,16
315,www.kwdllp.com,subdomains,NA,NA,21,8651586,115,86,0,0,114,111,10,402,348,126,14,19,0,0,0,0,621,110
316,www.ringjimenez.com,subdomains,130.211.185.217,NA,0.9,62693441,16,4,0,0,16,16,11,108,108,32,0,3,0,0,0,0,140,6
317,www.henrydaileylawfirm.com,subdomains,104.16.110.239,NA,14,13301659,114,78,0,0,122,118,47,6798,6798,4854,0,962,0,0,0,0,380,37
318,rochesterpersonalinjurylawyer.com,subdomains,NA,NA,1.1,60347464,32,18,0,0,33,33,0,166,164,31,1,15,1,0,0,0,59,2
319,the-strong-miamisburg-auto-accident-attorney.business.site,subdomains,NA,NA,92,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,sarasotalitigator.com,subdomains,104.16.108.239,NA,5,29419789,80,50,0,1,86,82,49,490,490,170,0,140,0,0,0,1,584,36
321,www.bkblaw.net,subdomains,50.62.198.70,NA,15,12939324,120,78,0,0,126,118,206,6592,6578,502,0,23,14,0,0,0,179,5
322,www.marascolawfirm.com,subdomains,35.246.6.109,NA,0.4,78164709,21,9,0,0,23,23,4,68,68,36,0,1,0,0,0,0,54,20
323,www.buckmanandbuckman.com,subdomains,72.52.138.190,NA,15,12858945,111,66,0,1,113,109,57,20221,20212,190,9,84,0,0,0,16,906,333
324,tsmslaw.com,subdomains,205.147.88.159,NA,17,11218920,541,451,0,1,648,471,17,9394,9341,2569,53,60,0,0,0,10,188,133
325,www.carusolaw.com,subdomains,35.238.58.30,NA,33,2985206,290,150,0,1,427,315,102,9981,9849,5774,132,181,0,0,0,46,538,128
326,www.laducalawfirm.com,subdomains,NA,NA,4.7,30934942,50,12,0,0,25,25,0,752,752,722,0,44,0,0,0,0,330,209
327,www.freedmanpersonalinjury.com,subdomains,151.101.194.159,NA,10,17752426,31,11,0,0,34,32,7,179,172,146,7,10,0,0,0,0,4,0
328,www.ten-law.com,subdomains,209.17.116.2,NA,1.1,60079699,10,7,0,0,10,10,5,5115,5115,7,0,1,0,0,0,0,42,0
329,www.falkedunphy.com,subdomains,75.98.175.123,NA,6,26595320,38,20,0,0,153,90,0,5347,5347,4239,0,18,0,0,0,0,0,0
330,www.1800law1010.com,subdomains,23.185.0.3,NA,36,2234831,345,252,0,2,405,317,316,14937,14893,3546,24,731,0,0,0,28,5409,1445
331,www.roadrunnerlaw.com,subdomains,NA,NA,13,14392727,13,5,0,0,13,13,0,23,23,10,0,3,0,0,0,0,0,0
332,www.dreyeranddreyer.com,subdomains,104.18.45.10,NA,0.2,88556915,44,11,0,0,45,42,0,57,55,38,1,1,1,0,0,0,0,0
333,yourohiolegalhelp.com,subdomains,23.229.240.7,NA,26,5907960,141,103,0,0,143,129,234,1905,1873,726,19,299,0,0,0,0,1771,269
334,www.fhvlaw.com,subdomains,64.70.194.129,NA,24,7228905,61,30,0,1,70,65,35,415,390,220,25,22,0,0,0,4,1217,274
335,whitenerlaw.com,subdomains,64.91.228.212,NA,4.6,31257946,48,22,0,0,55,51,12,450,446,352,4,28,0,0,0,0,159,90
336,roseninjurylaw.com,subdomains,104.16.108.239,NA,7,24776811,25,8,0,0,25,25,27,173,173,65,0,63,0,0,0,0,31,0
337,www.wkfirm.com,subdomains,192.249.121.60,NA,23,7630107,183,96,0,1,259,232,10,2222,2201,717,21,92,0,0,0,8,60,2
338,www.morrisandmorrisattorneys.com,subdomains,198.87.210.42,NA,30,3928060,29,17,0,0,28,28,7,367,365,18,2,16,0,0,0,0,106,68
339,www.mattvancelaw.com,subdomains,64.41.159.100,NA,7,24073179,64,40,0,1,245,142,45,5156,5117,3724,39,20,0,0,0,70,574,107
340,www.bandgatesdramis.com,subdomains,107.180.11.176,NA,19,9810759,106,65,0,2,152,120,4,72822,72183,203,639,21,0,0,0,15,3,0
341,www.nuneslaw.com,subdomains,104.196.188.170,NA,3.8,35175054,93,31,0,0,93,91,33,441,381,277,8,7,52,0,0,0,222,67
342,www.alabamainjurylawyer.com,subdomains,35.225.139.103,NA,32,3246795,272,192,0,1,417,305,90,13987,12912,6103,1075,381,0,0,0,162,2144,422
343,www.pamhalpinlaw.net,subdomains,13.227.223.38,NA,0,121291379,10,2,0,0,13,13,0,366,366,362,0,0,0,0,0,0,0,0
344,hnb-law.com,subdomains,104.154.130.235,NA,7,24061927,128,56,0,1,153,133,23,6935,6928,5049,4,33,0,0,0,4,1075,298
345,www.hinklelawoffices.com,subdomains,107.180.46.158,NA,10,18016106,102,16,0,0,111,90,3,718,714,569,4,10,0,0,0,0,91,33
346,www.halelaw.com,subdomains,159.135.12.152,NA,13,14037592,84,50,0,0,94,91,14,1308,1240,949,65,17,0,0,0,0,542,109
347,www.larryhparkerfresno.com,subdomains,72.52.230.174,NA,3.6,35787101,19,10,0,0,21,21,17,1275,1275,1185,0,11,0,0,0,0,95,8
348,www.salterferguson.com,subdomains,104.16.109.239,NA,14,13356846,150,81,0,2,162,148,44,2899,2810,1374,89,886,0,0,0,5,2501,681
349,www.bradleylawnm.com,subdomains,NA,NA,2.9,39942969,8,5,0,1,89,46,0,656,656,6,0,1,0,0,0,13,0,0
350,www.dandannheisser.com,subdomains,35.208.50.66,NA,5,29181113,13,6,0,0,13,13,0,142,142,17,0,5,0,0,0,0,1,0
351,www.cohenfeeley.com,subdomains,35.246.6.109,NA,18,9986631,166,87,0,1,277,191,50,9480,9458,2589,14,42,0,0,0,72,909,185
352,www.rodharonlaw.com,subdomains,100.24.208.97,NA,0,136272567,24,4,0,0,25,25,4,528,515,499,13,9,0,0,0,0,31,5
353,www.yrmlaw.com,subdomains,35.196.80.16,NA,2.3,44892771,107,48,0,0,130,121,141,9174,9156,5246,18,86,0,0,0,0,1264,410
354,www.goodwinlawoffices.com,subdomains,64.70.194.132,NA,5,29669581,43,18,0,1,105,78,14,2686,2686,154,0,4,0,0,0,2,117,14
355,frplegal.com,subdomains,192.190.84.163,NA,29,4676085,302,226,0,1,418,323,109,19084,18414,4369,27,279,0,0,0,19,3341,1330
356,www.begleycarlin.com,subdomains,35.184.236.255,NA,29,4695238,262,141,0,3,347,243,13,9556,9556,1431,0,3598,0,0,0,14,851,224
357,www.stevenproberts.com,subdomains,34.74.0.236,NA,36,2424012,140,83,0,2,189,168,66,5162,5158,512,4,28,0,0,0,22,147,22
358,powersinjurylaw.com,subdomains,66.45.251.211,NA,4,33997220,60,19,0,0,39,38,37,6851,6851,208,0,40,0,0,0,0,195,5
359,www.albuquerqueinjurylawfirm.com,subdomains,64.70.194.125,NA,6,25807835,73,27,0,1,149,118,25,8854,8839,1356,15,18,0,0,0,29,409,96
360,clbinjury.lawyer,subdomains,162.241.142.45,NA,3.1,39306290,90,59,0,0,81,78,19,3843,3565,324,278,39,0,0,0,0,134,1
361,www.michaeljdoylelaw.com,subdomains,64.70.194.135,NA,1.7,50250058,37,19,0,0,87,72,66,800,800,170,0,9,0,0,0,0,380,50
362,www.valdezpersonalinjury.com,subdomains,104.28.19.252,NA,3.5,36631092,34,10,0,0,31,31,0,252,251,61,1,3,0,0,0,0,154,39
363,ltlaw.com,subdomains,NA,NA,13,14626564,112,67,0,1,339,209,0,9677,9677,655,0,523,0,0,0,135,1695,162
364,www.tulsaautoaccidentslaw.com,subdomains,104.18.56.139,NA,2.5,42764779,171,64,0,0,104,83,145,2330,2319,1714,9,59,0,0,0,0,245,18
365,mezrano.com,subdomains,50.28.36.84,NA,15,12328424,134,71,0,0,130,119,185,2153,2116,1293,29,69,8,0,0,0,1465,220
366,daviskelin.com,subdomains,104.26.10.105,NA,25,6907203,319,188,0,3,348,294,66,6509,6212,1792,295,100,0,0,0,70,965,378
367,www.tpslawfirm.com,subdomains,104.27.134.251,NA,21,8695605,159,96,0,0,175,169,12,576,563,307,13,36,0,0,0,0,662,456
368,www.knafo.com,subdomains,64.70.194.127,NA,35,2434067,208,154,0,1,260,195,16,7084,7082,3117,2,19,0,0,0,42,348,116
369,scherlinelaw.com,subdomains,104.16.108.239,NA,33,2945681,282,166,0,0,354,244,101,6052,6051,2327,1,890,0,0,0,0,348,136
